id,p_code,first_name,last_name,gender,alt_last_name_1,alt_last_name_2,dob,hand,backhand,created_at,updated_at,country_id
3259,lpang,Lui,Pang,M,,,,B,,2016-02-22 05:33:46.255826,2016-02-22 05:33:46.255826,98
3260,nvand,Nathalie,Van Dierendonck,F,,,1971-05-27,B,,2016-02-22 05:33:52.217596,2016-02-22 05:33:52.217596,153
3261,jorti,Jordi,Ortiga,M,,,,B,,2016-02-22 05:33:58.134206,2016-02-22 05:33:58.134206,200
3262,dwell,David,Wells-Roth,M,,,1969-07-03,B,,2016-02-22 05:34:04.064731,2016-02-22 05:34:04.064731,228
3263,stana,Shinya,Tanaka,M,,,,B,,2016-02-22 05:34:09.94382,2016-02-22 05:34:09.94382,109
3264,fcsep,Ferenc,Csepai,M,,,,B,,2016-02-22 05:34:15.893317,2016-02-22 05:34:15.893317,99
3265,capri,Corrado,Aprili,M,,,1964-11-13,B,,2016-02-22 05:34:21.883645,2016-02-22 05:34:21.883645,107
3266,sniox_2,Sybile,Niox-Chateau,F,,,1969-10-19,B,,2016-02-22 05:34:27.853014,2016-02-22 05:34:27.853014,74
3267,scolo,Simone,Colombo,M,,,1963-08-28,B,,2016-02-22 05:34:33.856824,2016-02-22 05:34:33.856824,107
3268,mpor,Marko,Por,M,,,1971-03-25,B,,2016-02-22 05:34:39.878424,2016-02-22 05:34:39.878424,194
3269,eponc,Ernesto,Ponce,M,,,1972-04-04,B,,2016-02-22 05:34:45.912464,2016-02-22 05:34:45.912464,140
3270,nmant,Norberto,Mantinan,M,,,,B,,2016-02-22 05:34:51.727725,2016-02-22 05:34:51.727725,140
3271,fgras,Filippo,Grasso,M,,,,B,,2016-02-22 05:34:57.7652,2016-02-22 05:34:57.7652,107
3272,jgrub,Jeremy,Grubi,M,,,,B,,2016-02-22 05:35:03.854539,2016-02-22 05:35:03.854539,156
3273,estew,Eddie,Stewart,M,,,1964-05-20,B,,2016-02-22 05:35:09.740447,2016-02-22 05:35:09.740447,228
3274,pmill,Patricia,Miller,F,,,1972-01-31,B,,2016-02-22 05:35:15.746895,2016-02-22 05:35:15.746895,230
3275,lperi,Lucia,Peria,F,,,1966-09-26,B,,2016-02-22 05:35:21.686118,2016-02-22 05:35:21.686118,30
3276,nbend,Nick,Bendtsen,M,,,1968-04-10,B,,2016-02-22 05:35:27.584753,2016-02-22 05:35:27.584753,58
3277,jmant,Jesus,Manteca,M,,,,B,,2016-02-22 05:35:33.508508,2016-02-22 05:35:33.508508,200
3278,mchri_2,Ma.,Christine Damas,F,,,1966-12-09,B,,2016-02-22 05:35:39.407559,2016-02-22 05:35:39.407559,74
3279,avdza,Arjan,Van Der Zande,M,,,,B,,2016-02-22 05:35:45.333429,2016-02-22 05:35:45.333429,153
3280,tanza,Tomas,Anzari,M,,,1970-06-24,B,,2016-02-22 05:35:51.249431,2016-02-22 05:35:51.249431,57
3281,amont,Araceli,Montero,F,,,1967-03-23,B,,2016-02-22 05:35:57.075698,2016-02-22 05:35:57.075698,200
3282,rkrau,Robert,Kraus,M,,,1970-07-14,B,,2016-02-22 05:36:03.180327,2016-02-22 05:36:03.180327,82
3283,nkino,Naoko,Kinoshita,F,,,1965-09-03,B,,2016-02-22 05:36:09.109506,2016-02-22 05:36:09.109506,109
3284,lbien,Leeh,Bienkowski,M,,,,B,,2016-02-22 05:36:15.014225,2016-02-22 05:36:15.014225,173
3285,dsuse,Donny,Susetyo,M,,,1974-03-28,B,,2016-02-22 05:36:21.14122,2016-02-22 05:36:21.14122,102
3286,mrajc,Michaela,Rajchrtova,F,,,1973-07-11,B,,2016-02-22 05:36:27.022167,2016-02-22 05:36:27.022167,57
3287,jbrow_2,Jeff,Brown,M,,,1966-11-15,B,,2016-02-22 05:36:33.066554,2016-02-22 05:36:33.066554,228
3288,jdank,Jorn,Dankaart,M,,,,B,,2016-02-22 05:36:39.009424,2016-02-22 05:36:39.009424,153
3289,yshav,Yael,Shavit,F,,,1968-05-03,B,,2016-02-22 05:36:44.922649,2016-02-22 05:36:44.922649,106
3290,rwarm,Roger,Warmenhoven,M,,,,B,,2016-02-22 05:36:50.895777,2016-02-22 05:36:50.895777,153
3291,aniep,Alexandra,Niepel,F,,,1970-08-24,B,,2016-02-22 05:36:56.818153,2016-02-22 05:36:56.818153,227
3292,satti,Susanna,Attili,F,,,1973-03-07,B,,2016-02-22 05:37:02.782349,2016-02-22 05:37:02.782349,107
3293,tpham,Thierry,Pham,M,,,1962-04-28,B,,2016-02-22 05:37:08.770409,2016-02-22 05:37:08.770409,74
3294,icamu,Ivan,Camus,M,,,,B,,2016-02-22 05:37:15.946091,2016-02-22 05:37:15.946091,43
3295,tsche_2,Ted,Scherman,M,,,1966-10-03,B,,2016-02-22 05:37:21.939863,2016-02-22 05:37:21.939863,228
3296,lstef,Larry,Stefanki,M,,,1957-07-23,B,,2016-02-22 05:37:28.009346,2016-02-22 05:37:28.009346,228
3297,nmarc,Natasha,Marcucci,F,,,1970-09-26,B,,2016-02-22 05:37:33.944264,2016-02-22 05:37:33.944264,10
3298,gboon,Gail,Boon,F,,,1968-02-19,B,,2016-02-22 05:37:39.861946,2016-02-22 05:37:39.861946,197
3299,dprch,Dusan,Prchlik,M,,,,B,,2016-02-22 05:37:45.817749,2016-02-22 05:37:45.817749,57
3300,rburz,Roberta,Burzagli,F,,,1973-05-15,B,,2016-02-22 05:37:51.882321,2016-02-22 05:37:51.882321,30
3301,lbond_2,Lisa,Bonder-Kreiss,F,,,1965-10-16,B,,2016-02-22 05:37:57.886261,2016-02-22 05:37:57.886261,228
3302,mmase,Marius,Masencamp,M,,,,B,,2016-02-22 05:38:03.867028,2016-02-22 05:38:03.867028,197
3303,hthom,Heike,Thoms,F,,,1968-11-01,B,,2016-02-22 05:38:09.907185,2016-02-22 05:38:09.907185,82
3304,bfarr,Buff,Farrow,M,,,1967-05-28,B,,2016-02-22 05:38:15.907134,2016-02-22 05:38:15.907134,228
3305,vcsur,Virag,Csurgo,F,,,1972-11-10,B,,2016-02-22 05:38:21.89669,2016-02-22 05:38:21.89669,99
3306,gdick,Glenn,Dickerson,M,,,1968-01-08,B,,2016-02-22 05:38:27.85689,2016-02-22 05:38:27.85689,228
3307,sgilc,Susan,Gilchrist,F,,,1971-04-12,B,,2016-02-22 05:38:33.815134,2016-02-22 05:38:33.815134,228
3308,bpils,Bernhard,Pils,M,,,1961-10-20,B,,2016-02-22 05:38:39.84398,2016-02-22 05:38:39.84398,14
3309,dtarr,Derek,Tarr,M,,,1959-09-15,B,,2016-02-22 05:38:45.798284,2016-02-22 05:38:45.798284,228
3310,mrack,Markus,Rackl,M,,,1969-03-03,B,,2016-02-22 05:38:51.829143,2016-02-22 05:38:51.829143,82
3311,ggius,Gustavo,Giussani,M,,,1968-03-06,B,,2016-02-22 05:38:57.884297,2016-02-22 05:38:57.884297,10
3312,jalve,Johan,Alven,M,,,1972-01-13,B,,2016-02-22 05:39:03.956004,2016-02-22 05:39:03.956004,208
3313,mtigi,Michaela,Tigiser,F,,,1974-03-13,B,,2016-02-22 05:39:09.926658,2016-02-22 05:39:09.926658,82
3314,eniet,Elizabeth,Nieto,F,,,1971-05-19,B,,2016-02-22 05:39:15.856753,2016-02-22 05:39:15.856753,246
3315,rcapo,Rosalba,Caporuscio,F,,,1972-09-22,B,,2016-02-22 05:39:21.74714,2016-02-22 05:39:21.74714,107
3316,uprzy,Ulrike,Przysucha,F,,,1973-04-10,B,,2016-02-22 05:39:27.676446,2016-02-22 05:39:27.676446,82
3317,jkode,Jan,Kodes Jr.,M,,,1972-03-11,B,,2016-02-22 05:39:33.547922,2016-02-22 05:39:33.547922,57
3318,edawa,Eric,Dawance,M,,,,B,,2016-02-22 05:39:39.542648,2016-02-22 05:39:39.542648,21
3319,jmas,Jordi,Mas,M,,,1971-10-31,B,,2016-02-22 05:39:45.360952,2016-02-22 05:39:45.360952,200
3320,nbaud_2,Nathalie,Baudone-Furlan,F,,,1972-07-12,B,,2016-02-22 05:39:51.191611,2016-02-22 05:39:51.191611,107
3321,gkove,Gabor,Koves,M,,,1970-01-07,B,,2016-02-22 05:39:57.17578,2016-02-22 05:39:57.17578,99
3322,lnove,Lupita,Novelo,F,,,1967-05-05,B,,2016-02-22 05:40:03.570541,2016-02-22 05:40:03.570541,140
3323,jbeng,Joakim,Bengtsson,M,,,,B,,2016-02-22 05:40:09.570909,2016-02-22 05:40:09.570909,208
3324,tkron,Trevor,Kronemann,M,,,1968-09-03,B,,2016-02-22 05:40:15.678387,2016-02-22 05:40:15.678387,228
3325,ddelr,Diego,Del Rio,M,,,1972-09-04,B,,2016-02-22 05:40:21.680132,2016-02-22 05:40:21.680132,10
3326,lsanc,Luis,Sanchis,M,,,,B,,2016-02-22 05:40:27.590561,2016-02-22 05:40:27.590561,200
3327,dlang,Denis,Langaskens,M,,,1966-09-20,B,,2016-02-22 05:40:33.627718,2016-02-22 05:40:33.627718,21
3328,ikrol,Ingo,Kroll,M,,,1968-05-24,B,,2016-02-22 05:40:39.790367,2016-02-22 05:40:39.790367,82
3329,chofm_2,Christiane,Hofmann,F,,,1968-12-12,B,,2016-02-22 05:40:45.779715,2016-02-22 05:40:45.779715,82
3330,ocase,Owen,Casey,M,,,1969-10-22,B,,2016-02-22 05:40:51.848959,2016-02-22 05:40:51.848959,105
3331,jslee_2,Jin-So,Lee,M,,,,B,,2016-02-22 05:40:57.771967,2016-02-22 05:40:57.771967,246
3332,pvizn,Pavel,Vizner,M,,,1970-07-15,B,,2016-02-22 05:41:03.812565,2016-02-22 05:41:03.812565,57
3333,shji,Seung-Ho,Ji,M,,,1968-01-28,B,,2016-02-22 05:41:09.902751,2016-02-22 05:41:09.902751,246
3334,tpipa,Tony,Pipa,M,,,,B,,2016-02-22 05:41:15.711475,2016-02-22 05:41:15.711475,228
3335,kbhar,Kush,Bhardwaj,M,,,,B,,2016-02-22 05:41:21.714326,2016-02-22 05:41:21.714326,112
3336,phaje,Peter,Hajek,M,,,1975-02-23,B,,2016-02-22 05:41:27.70147,2016-02-22 05:41:27.70147,82
3337,rargu,Roberto,Arguello,M,,,1963-05-12,B,,2016-02-22 05:41:33.707941,2016-02-22 05:41:33.707941,10
3338,odell,Otavio,Della,M,,,1969-06-22,B,,2016-02-22 05:41:39.714118,2016-02-22 05:41:39.714118,30
3339,lneil,Larisa,Neiland,F,,,1966-07-21,B,,2016-02-22 05:42:08.627833,2016-02-22 05:42:08.627833,119
3340,afern,Alfonso,Fernandez-Fermoselle,M,,,1971-09-16,B,,2016-02-22 05:42:11.642129,2016-02-22 05:42:11.642129,200
3341,tferg,Thomas,Fergg,M,,,,B,,2016-02-22 05:42:14.632379,2016-02-22 05:42:14.632379,82
3342,dstew,David,Stewart,M,,,1967-07-15,B,,2016-02-22 05:42:17.599109,2016-02-22 05:42:17.599109,228
3343,cband,Clinton,Banducci,M,,,1968-04-05,B,,2016-02-22 05:42:20.580271,2016-02-22 05:42:20.580271,197
3344,kptas,Karin,Ptaszek,F,,,1971-12-24,B,,2016-02-22 05:42:23.597208,2016-02-22 05:42:23.597208,58
3345,ja(pe,Jose Antonio,(Pepe) Conde,M,,,1970-03-11,B,,2016-02-22 05:42:26.486738,2016-02-22 05:42:26.486738,200
3346,gkova,Gil,Kovalski,M,,,,B,,2016-02-22 05:42:29.466673,2016-02-22 05:42:29.466673,106
3347,jclav,Jose,Clavet,M,,,1965-09-11,B,,2016-02-22 05:42:32.251506,2016-02-22 05:42:32.251506,200
3348,flodd,Florian,Loddenkemper,M,,,,B,,2016-02-22 05:42:35.19177,2016-02-22 05:42:35.19177,82
3349,pscho,Paul,Scholtz,M,,,,B,,2016-02-22 05:42:38.137895,2016-02-22 05:42:38.137895,228
3350,jholt,Janne,Holtari,M,,,1969-07-14,B,,2016-02-22 05:42:41.112183,2016-02-22 05:42:41.112183,73
3351,msand,Mats,Sandstrom,M,,,,B,,2016-02-22 05:42:43.920805,2016-02-22 05:42:43.920805,208
3352,mpalm,Milan,Palme,M,,,1969-08-14,B,,2016-02-22 05:42:46.903187,2016-02-22 05:42:46.903187,82
3353,mploc,Mareke,Plocher,F,,,1971-11-08,B,,2016-02-22 05:42:49.863712,2016-02-22 05:42:49.863712,209
3354,mvale,Massimo,Valeri,M,,,1972-03-13,B,,2016-02-22 05:42:52.859659,2016-02-22 05:42:52.859659,107
3355,kgies,Kai,Giesker,M,,,1965-08-25,B,,2016-02-22 05:42:55.781583,2016-02-22 05:42:55.781583,82
3356,czwet,Carlos,Zwetsch,M,,,1971-05-25,B,,2016-02-22 05:42:58.792091,2016-02-22 05:42:58.792091,30
3357,rharr_2,Rolf,Harrison,M,,,,B,,2016-02-22 05:43:01.781121,2016-02-22 05:43:01.781121,98
3358,hritt,Harald,Rittersbacher,M,,,1963-04-27,B,,2016-02-22 05:43:04.751617,2016-02-22 05:43:04.751617,82
3359,jmilb,Johan,Milbrimk,M,,,,B,,2016-02-22 05:43:07.694164,2016-02-22 05:43:07.694164,208
3360,ltedj,Lukky,Tedjamukti,F,,,1967-06-12,B,,2016-02-22 05:43:10.538394,2016-02-22 05:43:10.538394,102
3361,sfeli,Silvia,Farina Elia,F,,,1972-04-27,B,,2016-02-22 05:43:13.559058,2016-02-22 05:43:13.559058,107
3362,tsato,Tetsuya,Sato,M,,,,B,,2016-02-22 05:43:16.575837,2016-02-22 05:43:16.575837,109
3363,pbast,Peter,Bastiansen,M,,,1962-05-03,B,,2016-02-22 05:43:19.562434,2016-02-22 05:43:19.562434,58
3364,mspar,Mal-Sim,Park,F,,,,B,,2016-02-22 05:43:22.692454,2016-02-22 05:43:22.692454,246
3365,ucolo,Ugo,Colombini,M,,,1967-10-07,B,,2016-02-22 05:43:25.709483,2016-02-22 05:43:25.709483,107
3366,rgued,Roger,Guedes,M,,,1953-11-03,B,,2016-02-22 05:43:28.7403,2016-02-22 05:43:28.7403,30
3367,fvaze,Fotis,Vazeos,M,,,,B,,2016-02-22 05:43:31.890963,2016-02-22 05:43:31.890963,85
3368,dvale_2,David,Valeriano,M,,,,B,,2016-02-22 05:43:34.795353,2016-02-22 05:43:34.795353,200
3369,mstro,Matthew,Stroyman,M,,,1969-11-09,B,,2016-02-22 05:43:37.769505,2016-02-22 05:43:37.769505,228
3370,shcho,Seong-Hoon,Choi,M,,,,B,,2016-02-22 05:43:40.747844,2016-02-22 05:43:40.747844,246
3371,gtosc,Giulia,Toschi,F,,,1972-01-13,B,,2016-02-22 05:43:43.65982,2016-02-22 05:43:43.65982,107
3372,fgarc,Federico,Garcia-Berro,M,,,,B,,2016-02-22 05:43:46.816793,2016-02-22 05:43:46.816793,10
3373,askrz,Adam,Skrzypczak,M,,,1974-01-30,B,,2016-02-22 05:43:49.954948,2016-02-22 05:43:49.954948,173
3374,cclav,Carlos,Claverie,M,,,,B,,2016-02-22 05:43:52.923207,2016-02-22 05:43:52.923207,246
3375,mneja,Mary,Nejasmic,F,,,1972-04-19,B,,2016-02-22 05:43:56.000854,2016-02-22 05:43:56.000854,13
3376,mbosc,Massimo,Boscatto,M,,,1971-06-21,B,,2016-02-22 05:43:58.994141,2016-02-22 05:43:58.994141,107
3377,mhewi,Matt,Hewitt,M,,,,B,,2016-02-22 05:44:02.064412,2016-02-22 05:44:02.064412,228
3378,ubiag,Ugo,Biagianti,M,,,1967-08-29,B,,2016-02-22 05:44:05.014303,2016-02-22 05:44:05.014303,107
3379,khorv_2,Kathleen,Horvath,F,,,1965-08-25,B,,2016-02-22 05:44:08.196743,2016-02-22 05:44:08.196743,228
3380,nakah,Nao,Akahori,F,,,1971-11-13,B,,2016-02-22 05:44:11.24978,2016-02-22 05:44:11.24978,109
3381,afinn,Axel,Finnberg,M,,,1971-04-05,B,,2016-02-22 05:44:14.238324,2016-02-22 05:44:14.238324,82
3382,skrug,Stefan,Kruger,M,,,1966-08-03,B,,2016-02-22 05:44:17.279163,2016-02-22 05:44:17.279163,197
3383,aengl,Arkie,Engle,M,,,1965-12-19,B,,2016-02-22 05:44:20.150001,2016-02-22 05:44:20.150001,228
3384,gbrez,Gregor,Breznik,M,,,,B,,2016-02-22 05:44:23.097365,2016-02-22 05:44:23.097365,246
3385,sslee,Sang-Soo,Lee,M,,,,B,,2016-02-22 05:44:26.078785,2016-02-22 05:44:26.078785,246
3386,kbarr_2,Kim,Barry,F,,,1967-09-11,B,,2016-02-22 05:44:28.998818,2016-02-22 05:44:28.998818,228
3387,mfcap,Maria-Farnes,Capistrano,F,,,1970-02-28,B,,2016-02-22 05:44:32.012756,2016-02-22 05:44:32.012756,208
3388,jlars_2,John,Larsen,M,,,,B,,2016-02-22 05:44:34.951577,2016-02-22 05:44:34.951577,58
3389,adech_2,Alexia,Dechaume-Balleret,F,,,1970-05-03,B,,2016-02-22 05:44:38.017239,2016-02-22 05:44:38.017239,74
3390,hagui,Hernando,Aguirre,M,,,,B,,2016-02-22 05:44:40.988614,2016-02-22 05:44:40.988614,47
3391,cmcga,Chris,McGarey,M,,,1963-05-27,B,,2016-02-22 05:44:43.973374,2016-02-22 05:44:43.973374,228
3392,nsato,Naoko,Sato,F,,,1955-01-02,B,,2016-02-22 05:44:47.137649,2016-02-22 05:44:47.137649,109
3393,oagud,Orlando,Agudelo,M,,,,B,,2016-02-22 05:44:50.091026,2016-02-22 05:44:50.091026,47
3394,aonci,Alexandre,Oncins,M,,,1967-05-31,B,,2016-02-22 05:44:53.042189,2016-02-22 05:44:53.042189,30
3395,lduff,Laurence,Duffaud,F,,,1975-05-11,B,,2016-02-22 05:44:56.031143,2016-02-22 05:44:56.031143,74
3396,vbatu,Valerie,Batut,F,,,1969-10-12,B,,2016-02-22 05:44:58.973849,2016-02-22 05:44:58.973849,74
3397,aknad,Abdul-Khalek,Nadini,M,,,,B,,2016-02-22 05:45:02.598676,2016-02-22 05:45:02.598676,147
3398,jshif,Julie,Shiflet,F,,,1972-10-07,B,,2016-02-22 05:45:05.62898,2016-02-22 05:45:05.62898,228
3399,ghill,Gregg,Hill,M,,,1963-01-04,B,,2016-02-22 05:45:08.659365,2016-02-22 05:45:08.659365,228
3400,mkion,Mimouschka,Kion,F,,,1968-07-14,B,,2016-02-22 05:45:11.574826,2016-02-22 05:45:11.574826,153
3401,lgonz,Luis,Gonzalez,M,,,1964-10-25,B,,2016-02-22 05:45:14.516986,2016-02-22 05:45:14.516986,47
3402,mlync,Mike,Lynch,M,,,,B,,2016-02-22 05:45:17.507975,2016-02-22 05:45:17.507975,13
3403,lmark,Laszlo,Markovits,M,,,1970-04-04,B,,2016-02-22 05:45:20.697811,2016-02-22 05:45:20.697811,99
3404,ecout,Emanuel,Couto,M,,,1973-08-06,B,,2016-02-22 05:45:23.753166,2016-02-22 05:45:23.753166,174
3405,amwal,Anne-Marie,Walson,F,,,,B,,2016-02-22 05:45:26.699669,2016-02-22 05:45:26.699669,228
3406,mardi,Massimo,Ardinghi,M,,,1971-03-06,B,,2016-02-22 05:45:29.718291,2016-02-22 05:45:29.718291,107
3407,emeli,Eva,Melicharova,F,,,1970-02-02,B,,2016-02-22 05:45:32.716869,2016-02-22 05:45:32.716869,57
3408,rnava,Rodrigo,Navarro,M,,,1974-01-22,B,,2016-02-22 05:45:35.796882,2016-02-22 05:45:35.796882,246
3409,mhamm,Michael,Hammett,M,,,,B,,2016-02-22 05:45:38.623548,2016-02-22 05:45:38.623548,228
3410,alema,Alain,Lemaitre,M,,,1968-10-14,B,,2016-02-22 05:45:41.582839,2016-02-22 05:45:41.582839,140
3411,sdall,Stefania,Dalla Valle,F,,,1966-07-12,B,,2016-02-22 05:45:44.398914,2016-02-22 05:45:44.398914,107
3412,ssore,Sebastian,Soresini,M,,,,B,,2016-02-22 05:45:47.348668,2016-02-22 05:45:47.348668,107
3413,scaro,Stefano,Caroni,M,,,,B,,2016-02-22 05:45:50.352528,2016-02-22 05:45:50.352528,107
3414,ralva_2,Roberto,Alvarez,M,,,1971-02-23,B,,2016-02-22 05:45:53.342242,2016-02-22 05:45:53.342242,10
3415,yheid,York,Heidenreich,M,,,,B,,2016-02-22 05:45:56.240123,2016-02-22 05:45:56.240123,82
3416,bcurr,Brendan,Curry,M,,,1971-12-21,B,,2016-02-22 05:45:59.196519,2016-02-22 05:45:59.196519,197
3417,lscha,Larissa,Schaerer,F,,,1975-04-15,B,,2016-02-22 05:46:02.428904,2016-02-22 05:46:02.428904,169
3418,msimk,Magdalena,Simkova,F,,,1971-03-17,B,,2016-02-22 05:46:05.341892,2016-02-22 05:46:05.341892,57
3419,slohr,Susi,Lohrmann,F,,,1973-03-27,B,,2016-02-22 05:46:08.437868,2016-02-22 05:46:08.437868,82
3420,gcosa,George,Cosac,M,,,1968-01-26,B,,2016-02-22 05:46:11.339192,2016-02-22 05:46:11.339192,178
3421,ysiho,Yosafat,Sihombing,M,,,,B,,2016-02-22 05:46:14.262186,2016-02-22 05:46:14.262186,102
3422,agall,Aranzazu,Gallardo,F,,,1973-09-30,B,,2016-02-22 05:46:17.190717,2016-02-22 05:46:17.190717,140
3423,sbick,Steve,Bickham,M,,,1965-05-27,B,,2016-02-22 05:46:20.134565,2016-02-22 05:46:20.134565,228
3424,esaka,Emiko,Sakaguchi,F,,,1964-12-28,B,,2016-02-22 05:46:23.077774,2016-02-22 05:46:23.077774,109
3425,jfigu,Joel,Figueras,M,,,1964-09-07,B,,2016-02-22 05:46:25.914984,2016-02-22 05:46:25.914984,200
3426,jdubc,Jitka,Dubcova,F,,,1971-06-21,B,,2016-02-22 05:46:28.843225,2016-02-22 05:46:28.843225,57
3427,ldunn_2,Lisa,Dunner,F,,,1961-11-06,B,,2016-02-22 05:46:31.637758,2016-02-22 05:46:31.637758,228
3428,mmizo,Miki,Mizokuchi,F,,,1965-05-13,B,,2016-02-22 05:46:34.627624,2016-02-22 05:46:34.627624,109
3429,snauf,Sergio,Naufel,M,,,,B,,2016-02-22 05:46:37.672348,2016-02-22 05:46:37.672348,30
3430,mmcfa,Melissa,McFarlane,F,,,1972-11-25,B,,2016-02-22 05:46:40.550849,2016-02-22 05:46:40.550849,13
3431,rhana,Rene,Hanak,M,,,1973-05-04,B,,2016-02-22 05:46:43.561577,2016-02-22 05:46:43.561577,57
3432,gvaca,Gerardo,Vacarezza,M,,,,B,,2016-02-22 05:46:46.47716,2016-02-22 05:46:46.47716,43
3433,jalej,Jose,Alejos,M,,,1971-01-16,B,,2016-02-22 05:46:49.313992,2016-02-22 05:46:49.313992,200
3434,psore,Pernilla,Sorensen,F,,,1973-02-01,B,,2016-02-22 05:46:52.184969,2016-02-22 05:46:52.184969,58
3435,gpfit,Gavin,Pfitzner,M,,,,B,,2016-02-22 05:46:55.179771,2016-02-22 05:46:55.179771,13
3436,jedwa,James,Edwards,M,,,,B,,2016-02-22 05:46:58.205924,2016-02-22 05:46:58.205924,228
3437,jayal,Jose,Ayala,M,,,1970-12-22,B,,2016-02-22 05:47:01.201721,2016-02-22 05:47:01.201721,140
3438,ydjeo,Young-Dae,Jeon,M,,,1960-10-04,B,,2016-02-22 05:47:04.218557,2016-02-22 05:47:04.218557,246
3439,rcolo,Ricardo,Colombini,M,,,,B,,2016-02-22 05:47:07.147576,2016-02-22 05:47:07.147576,107
3440,gschm,Greta,Schmitt,F,,,1973-02-07,B,,2016-02-22 05:47:10.029305,2016-02-22 05:47:10.029305,99
3441,jirel,Jon,Ireland,M,,,1967-09-26,B,,2016-02-22 05:47:13.000198,2016-02-22 05:47:13.000198,13
3442,bcust_2,Brett,Custer,M,,,1968-04-01,B,,2016-02-22 05:47:16.004094,2016-02-22 05:47:16.004094,13
3443,cnozz,Caterina,Nozzoli,F,,,1967-06-29,B,,2016-02-22 05:47:19.175054,2016-02-22 05:47:19.175054,107
3444,jcath,Jeff,Cathrall,M,,,1967-10-25,B,,2016-02-22 05:47:22.387874,2016-02-22 05:47:22.387874,228
3445,thare,Tal,Harel,M,,,,B,,2016-02-22 05:47:25.24381,2016-02-22 05:47:25.24381,106
3446,hchap,Hugo,Chapacu,M,,,1962-05-05,B,,2016-02-22 05:47:28.224573,2016-02-22 05:47:28.224573,169
3447,sd,Simona,D,F,,,,B,,2016-02-22 05:47:32.114752,2016-02-22 05:47:32.114752,246
3448,mrens,Marten,Renstrom,M,,,1972-02-03,B,,2016-02-22 05:47:35.181972,2016-02-22 05:47:35.181972,208
3449,jbarh,Julian,Barham,M,,,1964-02-23,B,,2016-02-22 05:47:38.044746,2016-02-22 05:47:38.044746,228
3450,adund,Alfred,Dundalek,M,,,,B,,2016-02-22 05:47:41.011141,2016-02-22 05:47:41.011141,14
3451,anosz,Andrea,Noszaly,F,,,1970-01-07,B,,2016-02-22 05:47:44.00712,2016-02-22 05:47:44.00712,99
3452,sdell,Sandro,Della Piana,M,,,1968-09-19,B,,2016-02-22 05:47:47.052932,2016-02-22 05:47:47.052932,209
3453,cgill,Christopher,Gillis,M,,,,B,,2016-02-22 05:47:49.930802,2016-02-22 05:47:49.930802,228
3454,emark,Esther,Markenstein,F,,,1972-02-02,B,,2016-02-22 05:47:52.843229,2016-02-22 05:47:52.843229,153
3455,rcahi,Richard,Cahill,M,,,,B,,2016-02-22 05:47:55.798401,2016-02-22 05:47:55.798401,13
3456,lbujo,Loredana,Bujor,F,,,1972-06-23,B,,2016-02-22 05:47:58.735487,2016-02-22 05:47:58.735487,246
3457,omote,Oren,Motevassel,M,,,1967-08-26,B,,2016-02-22 05:48:01.769672,2016-02-22 05:48:01.769672,228
3458,rramo,Rodolfo,Ramos-Paganini,M,,,1970-06-18,B,,2016-02-22 05:48:04.789426,2016-02-22 05:48:04.789426,10
3459,jlark,Jennifer,Larking-Dawson,F,,,1967-01-06,B,,2016-02-22 05:48:07.621875,2016-02-22 05:48:07.621875,228
3460,phy-b,Patricia,Hy-Boulais,F,,,1965-08-22,B,,2016-02-22 05:48:10.684577,2016-02-22 05:48:10.684577,38
3461,kdyke,Kevin,Dykes,M,,,,B,,2016-02-22 05:48:13.609672,2016-02-22 05:48:13.609672,246
3462,rkoen,Robbie,Koenig,M,,,1971-07-05,B,,2016-02-22 05:48:16.66219,2016-02-22 05:48:16.66219,197
3463,tdobs,Teresa,Dobson,F,,,1966-02-02,B,,2016-02-22 05:48:19.665878,2016-02-22 05:48:19.665878,38
3464,jlent,James,Lenton,M,,,1970-01-29,B,,2016-02-22 05:48:22.536151,2016-02-22 05:48:22.536151,246
3465,mmark,Mark,Markov,M,,,1968-12-29,B,,2016-02-22 05:48:25.501198,2016-02-22 05:48:25.501198,33
3466,ssaka,Shinichi,Sakamoto,M,,,,B,,2016-02-22 05:48:28.51265,2016-02-22 05:48:28.51265,109
3467,tbreu,Thomas,Breuninger,M,,,,B,,2016-02-22 05:48:31.493026,2016-02-22 05:48:31.493026,82
3468,esavo,Elena,Savoldi,F,,,1972-11-11,B,,2016-02-22 05:48:34.417227,2016-02-22 05:48:34.417227,107
3469,dwson,Dong-Wook,Song,M,,,1962-08-20,B,,2016-02-22 05:48:37.257202,2016-02-22 05:48:37.257202,246
3470,jgros,Jeff,Gross,M,,,,B,,2016-02-22 05:48:40.152293,2016-02-22 05:48:40.152293,228
3471,rmono,Reka,Monoki,F,,,1967-06-12,B,,2016-02-22 05:48:43.151817,2016-02-22 05:48:43.151817,228
3472,naert,Nelson,Aerts,M,,,1963-04-25,B,,2016-02-22 05:48:46.163613,2016-02-22 05:48:46.163613,30
3473,aguti,Alberto,Gutierrez,M,,,1968-11-02,B,,2016-02-22 05:48:49.199873,2016-02-22 05:48:49.199873,200
3474,vvald,Viviana,Valdovinos,F,,,1974-02-08,B,,2016-02-22 05:48:52.267171,2016-02-22 05:48:52.267171,169
3475,lcohe,Liat,Cohen,F,,,1973-05-06,B,,2016-02-22 05:48:55.253934,2016-02-22 05:48:55.253934,106
