Player Id,First Name,Last Name,Country,Gender,Alt Last Name 1,Alt Last Name 2,DOB,Hand,Backhand
MAndr,Mailyne,Andrieux,France,F,,,1987-12-01,,
MAnge,Matt,Anger,USA,M,,,1963-06-20,R,
MAni,Maret,Ani,Estonia,F,,,1982-01-31,R,2
ManMale,Manuela,Maleeva-Fragniere,Switzerland,F,,,1967-02-14,R,2
MarcDani,Marcos,Daniel,Brazil,M,,,1978-07-04,R,
MashiWash,Mashishka,Washington,USA,M,,,1974-12-19,R,
MasWash,Mashona,Washington,USA,F,,,1976-05-31,R,2
MaTaba,Mario,Tabares,Cuba,M,,,1965-07-22,R,
MAuth,Maxime,Authom,Belgium,M,,,1987-03-29,R,
MAVen,Maria-Alejandra,Vento,Venezuela,F,,,1974-05-24,R,2
MBabe,Meike,Babel,Germany,F,,,1974-11-22,,
MBach,Matthias,Bachinger,Germany,M,,,1987-04-02,R,2
MBagh,Marcos,Baghdatis,Cyprus,M,,,1985-06-17,R,2
MBahr,Mansour,Bahrami,Iran,M,,,1956-04-26,R,
MBaue,Mike,Bauer,USA,M,,,1959-06-29,R,
MBerr,Michael,Berrer,Germany,M,,,1980-07-01,L,
MBhup,Mahesh,Bhupathi,India,M,,,1974-06-07,R,2
MBlac,Martin,Blackman,USA,M,,,1975-03-05,R,
MBoek,Matias,Boeker,USA,M,,,1980-12-11,,
MBoll,Manon,Bollegraf,Netherlands,F,,,1964-04-10,,
MBowr,Michelle,Bowrey,Australia,F,,,1970-07-12,R,
MBree,Matthew,Breen,Australia,M,,,1976-06-12,,
MBren,Madison,Brengle,USA,F,,,1990-04-03,,
MBrow,Melissa,Brown,USA,F,,,1968-04-11,,
MBrya,Mike,Bryan,USA,M,,,1978-04-29,R,1
MBurd,Mallory,Burdette,USA,F,,,1991-01-28,,
MCarl,Marcio,Carlsson,Brazil,M,,,1975-01-24,R,
MCasa,Myriam,Casanova,Switzerland,F,,,1985-06-20,R,2
MCCal,Marie-Christine,Calleja,France,F,,,1964-01-14,,
MCDam,Maria-Christine,Damas,France,F,,,1966-12-09,,
MCeci,Mallory,Cecil,USA,F,,,1990-07-18,R,2
MChan,Michael,Chang,USA,M,,,1972-02-22,R,2
MChar,Marcelo,Charpentier,Argentina,M,,,1973-07-11,L,
MChiu,Marco,Chiudinelli,Switzerland,M,,,1981-09-10,R,
MCier,Massimo,Cierro,Italy,M,,,1964-05-07,R,
MCili,Marin,Cilic,Croatia,M,,,1988-09-28,R,
MCrac,Marcello,Craca,Germany,M,,,1974-10-27,R,
MCrug,Marco,Crugnola,italy,M,,,1983-05-24,R,
MCzin,Melinda,Czink,Hungary,F,,,1982-10-22,L,2
MDamm,Martin,Damm,Czech Republic,M,,,1972-08-01,R,
MDavi,Marty,Davis,USA,M,,,1958-11-15,R,
MDelf,Mariano,Delfino,Argentina,M,,,1977-09-30,,
MDeSw,Mariaan,De Swardt,South Africa,F,,,1971-03-18,,
MDiaz,Mariana,Diaz-Oliva,Argentina,F,,,1976-03-11,R,2
MDoi,Misaki,Doi,Japan,F,,,1991-04-29,L,2
MDoma,Marta,Domachowska,Poland,F,,,1986-01-16,R,2
MDows,Melissa,Dowse,Australia,F,,,1982-04-27,,
MDrak,Maureen,Drake,Canada,F,,,1971-03-21,R,2
MDrap,Mark,Draper,Australia,M,,,1971-02-11,R,
MDuqu,Mariana,Duque-Marino,Colombia,F,,,1989-08-12,R,2
MEbde,Matthew,Ebden,Australia,M,,,1987-11-26,R,
MECam,Maria-Elena,Camerin,Italy,F,,,1982-03-21,R,2
MEkst,Maria,Ekstrand,Sweden,F,,,1970-03-02,,
MEndo,Mana,Endo,Japan,F,,,1976-02-06,R,
MEPel,Marie-Eve,Pelletier,Canada,F,,,1982-05-18,R,2
MErak,Marina,Erakovic,New Zealand,F,,,1988-03-06,R,2
MESal,Maria-Emilia,Salerni,Argentina,F,,,1983-05-14,R,2
MFBen,Maria-Francesca,Bentivoglio,Italy,F,,,1977-01-27,,
MFili,Marcelo,Filippini,Uruguay,M,,,1967-08-04,R,
MFisc,Martin,Fischer,Austria,M,,,1986-07-21,R,
MFish,Mardy,Fish,USA,M,,,1981-12-09,R,2
MFlur,Marc,Flur,USA,M,,,1962-06-08,R,
MGamb,Mary,Gambale,USA,F,,,1988-12-18,R,2
MGezn,Maria,Geznenge,Bulgaria,F,,,1977-03-13,R,2
MGicq,Marc,Gicquel,France,M,,,1977-03-30,R,
MGMik,Marie-Gayanay,Mikaelian,Armenia,F,,,1984-03-03,R,2
MGolo,Maria,Goloviznina,Russia,F,,,1979-06-05,R,2
MGonz,Maximo,Gonzalez,Argentina,M,,,1983-07-20,R,
MGran,Marcel,Granollers,Spain,M,,,1986-04-12,R,
MGros,Marzia,Grossi,Italy,F,,,1970-09-02,,
MGrzy,Magdalena,Grzybowska,Poland,F,,,1976-11-22,R,2
MGurn,Melissa,Gurney,USA,F,,,1969-06-24,,
MGust,Magnus,Gustafsson,Sweden,M,,,1967-01-03,R,
MHada,Mauricio,Hadad,Colombia,M,,,1971-12-07,R,
MHant,Markus,Hantschk,Germany,M,,,1977-11-19,R,
MHenn,Marcelo,Hennemann,Brazil,M,,,1962-03-11,R,
MHill,Michael,Hill,Australia,M,,,1974-06-30,R,
MHilt,Mark,Hilton,UK,M,,,1981-04-20,L,
MHing,Martina,Hingis,Switzerland,F,,,1980-09-30,R,2
MHipf,Markus,Hipfl,Austria,M,,,1978-04-26,R,
MiBrow,Michael,Brown,Australia,M,,,1971-04-10,R,
MicPast,Michaela,Pastikova,Czech Republic,F,,,1980-03-27,R,2
MigPast,Miguel,Pastura,Argentina,M,,,1973-05-27,R,
MiKrat,Michel,Kratochvil,Switzerland,M,,,1979-04-07,R,
MIlha,Marsel,Ilhan,Turkey,M,,,1987-06-11,R,
MInga,Marcelo,Ingaramo,Argentina,M,,,1962-10-13,L,
MIrvi,Marissa,Irvin,USA,F,Gould,,1980-06-23,R,2
MiSchn,Miriam,Schnitzer,Germany,F,,,1977-01-16,R,2
MiTaba,Michal,Tabara,Czech Republic,M,,,1979-08-11,R,
MJagg,Michelle,Jaggard,Australia,F,Lai,,1969-05-06,,
MJait,Martin,Jaite,Argentina,M,,,1964-10-09,R,
MJaus,Mima,Jausovec,Yugoslavia,F,,,1956-07-20,R,1
MJave,Monique,Javer,UK,F,,,1967-07-22,,
MJazi,Malek,Jaziri,Tunisia,M,,,1984-01-20,R,
MJFer,Mary Joe,Fernandez,USA,F,,,1971-08-19,R,2
MJGai,Maria-Jose,Gaidano,Argentina,F,,,1973-05-25,R,2
MJKoe,Maria Joao,Koehler,Portugal,F,,,1992-10-08,L,2
MJMaS,Maria Jose,Martinez Sanchez,Spain,F,,,1982-08-12,L,2
MJoha,Mathilde,Johansson,France,F,,,1985-04-28,R,2
MJoyc,Michael,Joyce,USA,M,,,1973-02-01,R,
MJugi,Mervana,Jugic-Salkic,Bosnia Herzegovina,F,,,1980-05-14,R,2
MKapl,Mark,Kaplan,South Africa,M,,,1967-12-20,R,
MKeil,Mark,Keil,USA,M,,,1967-06-03,R,
MKeys,Madison,Keys,USA,F,,,1995-02-17,R,2
MKGoe,Marc-Kevin,Goellner,Germany,M,,,1970-09-22,R,
MKido,Maya,Kidowaki,Japan,F,,,1969-05-17,,
MKien,Monique,Kiene,Netherlands,F,,,1974-08-05,,
MKimm,Marc,Kimmich,Australia,M,,,1983-01-21,R,
MKiri,Maria,Kirilenko,Russia,F,,,1987-01-25,R,2
MKliz,Martin,Klizan,Slovakia,M,,,1989-07-11,L,
MKnow,Mark,Knowles,Bahamas,M,,,1971-09-04,R,
MKoch,Marketa,Kochta,Germany,F,,,1975-07-14,R,
MKoev,Mark,Koevermans,Netherlands,M,,,1968-02-03,R,
MKohl,Michael,Kohlmann,Germany,M,,,1974-01-11,R,
MKory,Mariya,Koryttseva,Ukraine,F,,,1985-02-25,R,2
MKraj,Michaella,Krajicek,Netherlands,F,,,1989-01-09,R,2
MKuku,Mikhail,Kukushkin,Kazakhstan,M,,,1987-12-26,R,
MKure,Michael,Kures,USA,M,,,1964-07-25,R,
MLama,Magalie,Lamarre,France,F,,,1978-02-24,R,2
MLamm,Michael,Lammer,Switzerland,M,,,1982-03-25,R,
MLars,Magnus,Larsson,Sweden,M,,,1970-03-25,R,
MLaur,Martin,Laurendeau,Canada,M,,,1964-07-10,R,
MLava,Maider,Laval,France,F,,,1970-05-18,,
MLDan,Mary-Lou,Daniels,USA,F,,,1961-08-06,R,
MLDeB,Michelle,Larcher De Brito,Portugal,F,,,1993-01-29,R,2
MLee,Martin,Lee,UK,M,,,1978-01-13,L,
MLind,Maria,Lindstrom,Sweden,F,,,1963-03-07,,
MLlod,Michael,Llodra,France,M,,,1980-05-18,L,1
MLope,Marc,Lopez,Spain,M,,,1982-07-31,R,
MLoui,Mareen,Louie-Harper,USA,F,,,1960-08-15,,
MLRey,Maria-Luciana,Reynares,Argentina,F,,,1976-02-09,,
MLuci,Mirjana,Lucic,Croatia,F,,,1982-03-09,R,2
MMacL,Miles,MacLagan,UK,M,,,1974-09-23,R,
MMarr,Marta,Marrero,Spain,F,,,1983-01-16,R,2
MMart,Marzio,Martelli,Italy,M,,,1971-12-14,R,
MMaru,Marion,Maruska,Austria,F,,,1972-12-15,,
MMate,Maja,Matevzic,Slovenia,F,,,1980-06-13,L,2
MMato,Marinko,Matosevic,Australia,M,,,1985-08-08,,
MMcGr,Meredith,McGrath,USA,F,,,1971-04-28,,
MMcLu,Michael,McLune,USA,M,,,1989-08-22,R,1
MMeci,Miloslav,Mecir,Czechoslovakia,M,,,1964-05-19,R,
MMeci2,Miloslav,Mecir Jr,Slovakia,M,,,1988-01-20,R,2
MMerk,Mark,Merklein,USA,M,,,1972-06-28,R,
MMert,Michal,Mertinak,Slovakia,M,,,1979-10-11,R,
MMesk,Marcella,Mesker,Netherlands,F,,,1959-05-23,,
MMidd,Melissa,Middleton,USA,F,,,1982-06-06,R,2
MMill,Megan,Miller,UK,F,,,1977-09-20,,
MMine,Mandy,Minella,Luxembourg,F,,,1985-11-22,R,2
MMirn,Max,Mirnyi,Belarus,M,,,1977-07-06,R,
MMiya,Misumi,Miyauchi,Japan,F,,,1971-09-06,,
MMont,Mathieu,Montcourt,France,M,,,1985-03-04,R,
MMroz,Magdalena,Mroz,Poland,F,Feistel,,1970-08-22,,
MMull,Martina,Muller,Germany,F,,,1982-10-11,R,2
MNaew,Markus,Naewie,Germany,M,,,1970-01-07,R,
MNard,Massimiliano,Narducci,Italy,M,,,1964-02-25,R,
MNava,Mose,Navarra,Italy,M,,,1974-07-18,L,
MNavr,Martina,Navratilova,USA,F,,,1956-10-18,L,1
MNicu,Monica,Niculescu,Romania,F,,,1987-09-25,R,B
MNido,Miguel,Nido,Puerto Rico,M,,,1963-03-08,R,
MNorm,Magnus,Norman,Sweden,M,,,1976-05-30,R,
MoBart,Mona,Barthel,Germany,F,,,1990-07-11,R,2
MOndr,Marcos,Ondruska,South Africa,M,,,1972-12-18,R,
MOost,Menno,Oosting,Netherlands,M,,,1964-05-17,R,
MOrem,Miriam,Oremans,Netherlands,F,,,1972-09-09,,
MOudi,Melanie,Oudin,USA,F,,,1991-09-23,R,2
MPala,Maja,Palaversic,Croatia,F,Cooper-Smith,,1973-03-24,R,2
MPawl,Martina,Pawlik,West Germany,F,,,1969-12-08,,
MPaz,Mercedes,Paz,Argentina,F,,,1966-06-27,,
MPere,Mariana,Perez-Roldan,Argentina,F,,,1967-11-07,,
MPern,Mikael,Pernfors,Sweden,M,,,1963-07-17,R,
MPetc,Mark,Petchey,UK,M,,,1970-08-01,R,
MPhil,Mark,Philippoussis,Australia,M,,,1976-11-07,R,1
MPier,Mary,Pierce,France,F,,,1975-01-15,R,2
MPrzy,Michal,Przysiezny,Poland,M,,,1984-02-16,R,
MPuer,Mariano,Puerta,Argentina,M,,,1978-09-19,L,
MPuig,Monica,Puig,Puerto Rico,F,,,1993-09-27,R,2
MPurc,Melle,Purcell,USA,M,,,1959-07-18,R,
MRaon,Milos,Raonic,Canada,M,,,1990-12-27,R,2
MReid,Matt,Reid,Australia,M,,,1990-07-17,R,
MRinc,Mario,Rincon,Colombia,M,,,1967-12-13,,
MRios,Marcelo,Rios,Chile,M,,,1975-12-26,L,2
MRJeo,Mi-Ra,Jeon,South Korea,F,,,1978-02-06,,
MRobe,Michael,Robertson,USA,M,,,1963-07-02,R,
MRodr,Martin,Rodriguez,Argentina,M,,,1969-12-18,R,
MRoss,Marc,Rosset,Switzerland,M,,,1970-11-07,R,
MRuah,Maurice,Ruah,Venezuela,M,,,1971-02-19,R,
MRuss,Michael,Russell,USA,M,,,1978-05-01,R,2
MRyba,Magdalena,Rybarikova,Slovakia,F,,,1988-10-04,R,2
MSaek,Miho,Saeki,Japan,F,,,1976-03-18,R,2
MSafi,Marat,Safin,Russia,M,,,1980-01-27,R,2
MSanc,Maria,Sanchez,USA,F,,,1989-11-26,R,2
MSancL,Maria,Sanchez Lorenzo,Spain,F,,,1977-11-07,R,B
MSant,Mara,Santangelo,Italy,F,,,1981-06-28,R,2
MScha,Michiel,Schapers,Netherlands,M,,,1959-10-11,R,
MSchn,Melanie,Schnell,Austria,F,,,1977-02-22,,
MSele,Monica,Seles,Yugoslavia,F,,,1973-12-02,L,B
MSell,Michael,Sell,USA,M,,,1972-08-23,R,
MSequ,Milagros,Sequera,Venezuela,F,,,1980-09-30,R,2
MSern,Magui,Serna,Spain,F,,,1979-03-01,L,
MShar,Maria,Sharapova,Russia,F,,,1987-04-19,R,2
MShau,Meghann,Shaughnessy,USA,F,,,1979-04-13,R,2
MSinn,Martin,Sinner,Germany,M,,,1968-02-07,R,
MSlan,Martin,Slanar,Austria,M,,,1981-05-01,R,
MSout,Melanie,South,UK,F,,,1986-05-03,R,2
MSrej,Milan,Srejber,Czech Republic,M,,,1963-12-30,R,
MStic,Michael,Stich,West Germany,M,,,1968-10-18,R,1
MStra,Maria,Strandlund,Sweden,F,,,1969-08-17,,
MStre,Martin,Strelba,Czech Republic,M,,,1967-03-22,R,
MSuch,Martina,Sucha,Slovakia,F,,,1980-11-20,R,2
MTang,Min,Tang,China,F,,,1971-01-26,,
MTaus,Michael,Tauson,Denmark,M,,,1966-06-25,R,
MTebb,Michael,Tebbutt,Australia,M,,,1970-12-22,L,
MTeix,Maxime,Teixeira,France,M,,,1989-01-18,R,
MTide,Magnus,Tideman,Sweden,M,,,1963-04-09,R,
MTill,Mikael,Tillstrom,Sweden,M,,,1972-03-05,R,
MTorr,Michelle,Torres,USA,F,Casati,,1967-06-27,,
MTTor,Maria Theresa,Torro-Flor,Spain,F,,,1992-05-02,R,2
MTu,Meilen,Tu,USA,F,,,1978-01-17,R,2
MVajd,Marian,Vajda,Slovakia,M,,,1965-03-24,R,
MVand,Marianne,Van Der Torre,Netherlands,F,,,1961-08-18,,
MVanG,Melle,Van Gemerden,Netherlands,M,,,1979-05-09,R,
MVanN,Molly,Van Nostrand,USA,F,,,1965-03-12,,
MVass,Martin,Vassallo Arguello,Argentina,M,,,1980-02-10,R,
MVavr,Miroslava,Vavrinec,Switzerland,F,,,1978-04-01,R,
MVele,Milen,Velev,Bulgaria,M,,,1971-09-04,R,
MVerk,Martin,Verkerk,Netherlands,M,,,1978-10-31,R,
MViol,Matteo,Viola,italy,M,,,1987-07-07,R,2
MVisc,Mario,Visconti,italy,M,,,1968-10-23,R,
MWein,Marlene,Weingartner,Germany,F,,,1980-01-30,R,2
MWejn,Monika,Wejnert,Australia,F,,,1992-04-06,,
MWerd,Marianne,Werdel,USA,F,Witmeyer,,1967-10-17,,
MWest,Michael,Westphal,Germany,M,,,1965-02-19,R,
MWila,Mats,Wilander,Sweden,M,,,1964-08-22,R,2
MWood,Mark,Woodforde,Australia,M,,,1965-09-23,L,
MWost,Martin,Wostenholme,Canada,M,,,1962-10-11,R,
MYana,Masako,Yanagi,Japan,F,,,1959-11-11,,
MYani,Michael,Yani,USA,M,,,1980-12-31,R,2
MYouz,Mikhail,Youzhny,Russia,M,,,1982-06-25,R,1
MYuan,Meng,Yuan,China,F,,,1986-05-09,R,2
MZaba,Mariano,Zabaleta,Argentina,M,,,1978-02-28,R,
MZane,Maryna,Zanevska,Ukraine,F,,,1993-08-24,R,2
MZecP,Masa,Zec-Peskiric,Slovenia,F,,,1987-01-21,R,2
MZill,Markus,Zillner,Germany,M,,,1970-03-19,L,
MZive,Maja,Zivec-Skulj,Germany,F,,,1973-09-25,,
MZoec,Markus,Zoecke,West Germany,M,,,1968-05-10,R,
MZver,Mischa,Zverev,Germany,M,,,1977-08-22,R,
NaBroa,Naomi,Broady,UK,F,,,1990-02-28,R,1
NaLi,Na,Li,China,F,,,1982-02-26,R,2
NAlma,Nicolas,Almagro,Spain,M,,,1985-08-21,R,1
NAren,Nicole,Arendt,USA,F,,,1969-08-26,L,
NAvil,Neus,Avila-Bonastre,Spain,F,,,1971-07-26,,
NBaud,Nathalie,Baudone,Italy,F,,,1972-07-12,,
NBehr,Noam,Behr,Israel,M,,,1975-10-13,L,
NBorw,Neil,Borwick,Australia,M,,,1967-09-15,L,
NBrat,Nina,Bratchikova,Russia,F,,,1985-06-28,R,2
NBrow,Nick,Brown,UK,M,,,1961-09-03,R,
NBurn,Nastassia,Burnett,Italy,F,,,1992-02-20,R,2
NByko,Natalia,Bykova,USSR,F,Egorova,,1966-09-13,,
NCava,Naomi,Cavaday,UK,F,,,1989-04-24,L,2
NCout,Nicolas,Coutelot,France,M,,,1977-02-09,R,
NDahl,Nanne,Dahlman,Finland,F,,,1970-09-07,,
NDavy,Nikolay,Davydenko,Russia,M,,,1981-06-02,R,2
NDech,Nathalie,Dechy,France,F,,,1979-02-21,R,2
NDevi,Nicolas,Devilder,France,M,,,1980-03-25,L,
NDias,Neige,Dias,Brazil,F,,,1966-12-05,,
NDjok,Novak,Djokovic,Serbia,M,,,1987-05-22,R,
NDueb,Nina,Duebbers,Germany,F,,,1980-01-24,,
NeBroa,Neil,Broad,UK,M,,,1966-11-20,R,
NErce,Nadine,Ercegovic,Croatia,F,,,1973-02-03,R,2
NEscu,Nicolas,Escude,France,M,,,1976-04-03,R,
NFebe,Nancy,Feber,Belgium,F,,,1976-02-05,,
NFulw,Nicholas,Fulwood,UK,M,,,1963-10-02,R,
NGibb,Nicole,Gibbs,USA,F,,,1993-03-03,R,2
NGodw,Neville,Godwin,South Africa,M,,,1975-01-31,R,
NGoul,Nick,Gould,UK,M,,,1972-07-09,,
NGuer,Nathalie,Guerree-Spitzer,France,F,,,1968-07-07,,
NGuss,Natalia,Gussoni,Argentina,F,,,1981-08-24,R,
NHeal,Nathan,Healey,Australia,M,,,1980-02-27,R,
NHerr,Nathalie,Herreman,France,F,,,1966-03-28,,
NHous,Nathalie,Housset,France,F,Gilbert,,1968-07-29,,
NicVaid,Nicole,Vaidisova,Czech Republic,F,,,1989-04-23,R,2
NiPere,Nicolas,Pereira,Venezuela,M,,,1970-09-29,R,
NirVaid,Nirupama,Vaidyanathan,Indonesia,F,Sanjeev,,1976-12-08,,
NJage,Nicole,Jagerman,Netherlands,F,Muns,,1967-07-23,,
NKich,Nadiya,Kichenok,Ukraine,F,,,1992-07-20,R,2
NKief,Nicolas,Kiefer,Germany,M,,,1977-07-05,R,2
NKiji,Naoko,Kijimuta,Japan,F,,,1972-03-26,,
NKroo,Niclas,Kroon,Sweden,M,,,1966-02-05,R,
NKult,Nicklas,Kulti,Sweden,M,,,1971-04-22,R,
NKyrg,Nick,Kyrgios,Australia,M,,,1995-04-27,R,
NLape,Nicolas,Lapentti,Ecuador,M,,,1976-08-13,R,
NLert,Noppawan,Lertcheewakarn,Thailand,F,,,1991-11-18,R,B
NLind,Nick,Lindahl,Australia,M,,,1988-07-31,,
NLlag,Nuria,Llagostera Vives,Spain,F,,,1980-05-16,R,2
NLond,Nicole,London,USA,F,,,1976-02-03,,
NMahu,Nicolas,Mahut,France,M,,,1982-01-21,R,
NMarq,Nuno,Marques,Portugal,M,,,1970-04-09,L,
NMass,Nicolas,Massu,Chile,M,,,1979-10-10,R,
NMedv,Natalia,Medvedeva,USSR,F,,,1971-11-15,,
NMiya,Nana,Miyagi,Japan,F,Smith,,1971-04-10,R,B
NNLiu,Nan-Nan,Liu,China,F,,,1983-06-19,,
NOdiz,Nduka,Odizor,Nigeria,M,,,1958-08-09,R,
NOkun,Noam,Okun,Israel,M,,,1978-04-16,R,
NoPere,Noelia,Perez-Penate,Spain,F,,,1972-12-06,,
NOstr,Nadejda,Ostrovskaya,Belarus,F,,,1980-10-29,R,2
NOzeg,Nika,Ozegovic,Croatia,F,,,1985-05-21,,
NPere,Nicolas,Pereira,Venezuela,M,,,1970-09-29,R,
NPetr,Nadia,Petrova,Russia,F,,,1982-06-08,R,2
NPrat,Nicole,Pratt,Australia,F,,,1973-03-05,R,1
NProv,Nicole,Provis,Australia,F,Bradtke,,1969-09-22,,
NSawa,Naoko,Sawamatsu,Japan,F,,,1973-03-23,,
NSilv,Neuza,Silva,Portugal,F,,,1983-05-04,R,1
NSodu,Niurka,Sodupe,USA,F,,,1969-04-19,,
NTauz,Nathalie,Tauziat,France,F,,,1967-10-17,R,
NThom,Nicolas,Thomann,France,M,,,1972-11-29,R,
NVanL,Noelle,Van Lottum,France,F,,,1972-07-12,,
NVier,Nathalie,Vierin,France,F,,,1982-10-15,R,2
NWeal,Nick,Weal,UK,M,,,1973-09-04,R,
NZimo,Nenad,Zimonjic,Yugoslavia,M,,,1976-06-04,R,
NZver,Natasha,Zvereva,USSR,F,,,1971-04-16,R,2
OBara,Olga,Barabanschikova,Bulgaria,F,,,1979-11-02,R,
OBurr,Oscar,Burrieza-Lopez,Spain,M,,,1975-07-22,R,2
OCamp,Omar,Camporese,Italy,M,,,1968-05-08,R,
ODela,Olivier,Delaitre,France,M,,,1967-06-01,R,
OFuch,Oliver,Fuchs,Austria,M,,,1971-03-16,R,
OFuka,Ota,Fukarek,Czech Republic,M,,,1977-01-18,R,
OGold,Oliver,Golding,UK,M,,,1993-09-26,R,2
OGovo,Olga,Govortsova,Belarus,F,,,1988-08-23,R,2
OGros,Oliver,Gross,Germany,M,,,1973-06-17,R,
OHern,Oscar,Hernandez Perez,Spain,M,,,1978-04-10,R,
OLugi,Olga,Lugina,Ukraine,F,,,1974-01-08,,
OLuka,Olivia,Lukaszewicz,Australia,F,,,1988-09-15,R,B
OMara,Oliver,Marach,Austria,M,,,1980-07-16,R,2
OMart,Oscar,Martinez Dieguez,Spain,M,,,1974-02-09,R,
OMuti,Olivier,Mutis,France,M,,,1978-02-02,R,
OOgor,Oleg,Ogorodov,Uzbekistan,M,,,1972-07-16,R,
OPati,Olivier,Patience,France,M,,,1980-03-25,R,
OPuch,Olga,Puchkova,Russia,F,,,1987-09-27,R,2
ORahn,Olli,Rahnasto,Finland,M,,,1965-12-28,R,
ORoch,Olivier,Rochus,Belgium,M,,,1981-01-18,R,
ORogo,Olivia,Rogowska,Australia,F,,,1991-06-07,R,2
OSanc,Olivia,Sanchez,France,F,,,1982-11-17,R,2
OSavc,Olga,Savchuk,Ukraine,F,,,1987-09-20,R,2
OSerr,Oscar,Serrano-Gamez,Spain,M,,,1978-05-25,R,
OSoul,Olivier,Soules,France,M,,,1967-03-24,R,
OStan,Orlin,Stanoytchev,Bulgaria,M,,,1971-09-24,R,
OTsar,Olga,Tsarbopoulou,Greece,F,,,1968-06-19,,
PAlba,Pablo,Albano,Argentina,M,,,1967-04-11,R,
PAldr,Pieter,Aldrich,South Africa,M,,,1965-09-07,R,
PAmri,Prakash,Amritraj,USA,M,,,1983-10-02,R,2
PAndu,Pablo,Andujar,Spain,M,,,1986-01-23,R,
PAnna,Paul,Annacone,USA,M,,,1963-03-20,R,
PArno,Patricio,Arnold,Brazil,M,,,1971-10-20,,
PArra,Pablo,Arraya,Peru,M,,,1961-10-21,R,
PBacc,Paul,Baccanello,Australia,M,,,1979-06-12,R,
PBarg,Penny,Barg,USA,F,Mager,,1964-04-11,R,
PBaur,Patrick,Baur,West Germany,M,,,1965-05-03,R,
PBege,Petra,Begerow,Germany,F,,,1975-04-14,,
PBout,Pierre,Bouteyre,France,M,,,1971-09-07,R,
PCamp,Pablo,Campana,Ecuador,M,,,1972-12-16,R,
PCane,Paolo,Cane,Italy,M,,,1965-04-09,R,
PCapd,Paul,Capdeville,Chile,M,,,1983-04-02,R,
PCarr,Pablo,Carreno Busta,Spain,M,,,1991-07-12,R,
PCart,Peter,Carter,Australia,M,,,1964-08-09,R,1
PCasa,Pam,Casale,USA,F,Telford,,1963-12-20,R,
PCash,Pat,Cash,Australia,M,,,1965-05-27,R,
PCetk,Petra,Cetkovska,Czech Republic,F,,,1985-02-08,R,2
PCham,Paul,Chamberlin,USA,M,,,1962-03-26,R,
PCrow,Pat,Crow,USA,M,,,1966-04-11,,
PCuev,Pablo,Cuevas,Uruguay,M,,,1986-01-01,R,
PDooh,Peter,Doohan,Australia,M,,,1961-05-02,R,
PEtch,Pascale,Etchemendy,France,F,,,1966-06-06,,
PFend,Patty,Fendick,USA,F,,,1965-03-31,R,
PFred,Patrick,Fredriksson,Sweden,M,,,1973-05-16,R,
PGojo,Peter,Gojowczyk,Germany,M,,,1989-07-15,R,2
PGold,Paul,Goldstein,USA,M,,,1976-08-04,R,2
PHaar,Paul,Haarhuis,Netherlands,M,,,1966-02-19,R,
PHerc,Polona,Hercog,Slovenia,F,,,1991-01-20,R,2
PHHug,Pierre-Hugues,Herbert,France,M,,,1991-03-18,R,2
PHMat,Paul-Henri,Mathieu,France,M,,,1982-01-12,R,2
PHube,Petra,Huber,Austria,F,,,1966-02-15,,
PHy,Patricia,Hy,Canada,F,Boulais,,1965-08-22,,
PJohn,Philip,Johnson,USA,M,,,1964-09-11,R,
PJung,Pamela,Jung,USA,F,,,1963-07-03,,
PKams,Petra,Kamstra,Netherlands,F,,,1974-03-18,,
PKani,Paula,Kania,Poland,F,,,1992-11-06,R,2
PKild,Paul,Kilderry,Australia,M,,,1973-04-11,R,
PKing,Phillip,King,USA,M,,,1981-12-19,R,2
PKohl,Philipp,Kohlschreiber,Germany,M,,,1983-10-16,R,1
PKord,Petr,Korda,Czechoslovakia,M,,,1968-01-23,L,
PKral,Peter,Kralert,Czech Republic,M,,,1979-10-20,R,
PKuch,Patrice,Kuchna,France,M,,,1963-05-10,R,
PKuhn,Patrik,Kuhnen,West Germany,M,,,1966-02-11,R,
PKvit,Petra,Kvitova,Czech Republic,F,,,1990-03-08,L,2
PLang,Petra,Langrova,Czechoslovakia,F,,,1970-06-27,,
PLind,Peter,Lindgren,Sweden,M,,,1964-06-01,R,
PLore,Paolo,Lorenzi,Italy,M,,,1981-12-15,R,2
PLucz,Peter,Luczak,Australia,M,,,1979-08-31,R,
PLund,Peter,Lundgren,Sweden,M,,,1965-01-29,R,
PLuxa,Petr,Luxa,Czech Republic,M,,,1972-03-03,R,
PMand,Petra,Mandula,Hungary,F,,,1978-01-17,R,2
PMart,Petra,Martic,Croatia,F,,,1991-01-19,R,2
PMayr,Patricia,Mayr,Austria,F,Achleitner,,1986-11-08,R,2
PMcEn,Patrick,McEnroe,USA,M,,,1966-07-01,R,2
PMcNa,Paul,McNamee,Australia,M,,,1954-11-12,R,
PMedr,Patricia,Medrado,Brazil,F,,,1956-11-20,R,
PMora,Peter,Moraing,West Germany,M,,,1961-09-13,R,
PMore,Paulette,Moreno,Hong Kong,F,,,1969-03-12,,
PNola,Pavlina,Nola,Bulgaria,F,,,1974-07-14,,
PNorv,Pieter,Norval,South Africa,M,,,1970-04-07,R,
PORei,Patty,O'Reilly,USA,F,,,1968-01-18,,
POrma,Paula,Ormaechea,Argentina,F,,,1992-09-28,R,2
